Text,Speaker,Episode,Season,Show
 Did you really think that cunt would fight you man to man?,TORMUND (to JON SNOW),e9,season-06,Game-of-Thrones
 No. But I wanted to make him angry. I want him coming at us full tilt.,JON SNOW,e9,season-06,Game-of-Thrones
 We should all get some sleep.,DAVOS,e9,season-06,Game-of-Thrones
" Rest, Jon Snow. We need you sharp tomorrow.",TORMUND,e9,season-06,Game-of-Thrones
"DAVOS, TORMUND, and any remaining attendants exit. JON SNOW sits down at the head of the table.",,e9,season-06,Game-of-Thrones
" So you’ve met the enemy, drawn up your battle plans.",SANSA,e9,season-06,Game-of-Thrones
" Aye, for what they’re worth.",JON SNOW,e9,season-06,Game-of-Thrones
" You’ve known him for the space of a single conversation, you and your trusted advisors, and you sit around and make your plans on how to defeat a man you don’t know. I lived with him. I know the way his mind works. I know how he likes to hurt people. Did it ever once occur to you that I might have some insight?",SANSA,e9,season-06,Game-of-Thrones
 You’re right.,JON SNOW,e9,season-06,Game-of-Thrones
 You think he’s going to fall into your trap. He won’t He’s the one who lays traps.,SANSA,e9,season-06,Game-of-Thrones
 He’s overconfident.,JON SNOW,e9,season-06,Game-of-Thrones
 He plays with people. He’s far better at it than you. He’s been doing it all his life.,SANSA,e9,season-06,Game-of-Thrones
JON SNOW stands.,,e9,season-06,Game-of-Thrones
" Aye, and what have I been doing all my life? Playing with broomsticks? I fought beyond the Wall against worse than Ramsay Bolton. I’ve defended the Wall from worse than Ramsay Bolton.",JON SNOW,e9,season-06,Game-of-Thrones
 You don’t know him.,SANSA,e9,season-06,Game-of-Thrones
" All right, tell me. What should we do? How do we get Rickon back?",JON SNOW,e9,season-06,Game-of-Thrones
" We’ll never get him back. Rickon is Ned Starks trueborn son, which makes him a greater threat to Ramsay than you, a bastard, or me, a girl. As long as he lives, Ramsay’s claim to Winterfell will be contested, which means he won’t live long.",SANSA,e9,season-06,Game-of-Thrones
 We can’t give up on our brother.,JON SNOW,e9,season-06,Game-of-Thrones
" Listen to me, please. He wants you to make a mistake.",SANSA,e9,season-06,Game-of-Thrones
 Of course he does. What should I do differently?,JON SNOW,e9,season-06,Game-of-Thrones
 I don’t know! I don’t know anything about battles! Just don’t do what he wants you to do.,SANSA,e9,season-06,Game-of-Thrones
" Aye, that’s good advice.",JON SNOW,e9,season-06,Game-of-Thrones
 You think that’s obvious?,SANSA,e9,season-06,Game-of-Thrones
" Well, it is a bit obvious.",JON SNOW,e9,season-06,Game-of-Thrones
" If you had asked for my advice earlier, I would have told you not to attack Winterfell until we have a larger force, or is that obvious, too?",SANSA,e9,season-06,Game-of-Thrones
 When will we have a larger force?! We’ve pleaded with every house that’ll have us! The Blackfish can’t help us! We’re lucky to have this many men!,JON SNOW,e9,season-06,Game-of-Thrones
 It’s not enough!,SANSA,e9,season-06,Game-of-Thrones
" Now, it’s not enough! It’s what we have! Battles have been won against greater odds.",JON SNOW,e9,season-06,Game-of-Thrones
" If Ramsay wins, I’m not going back there alive. Do you understand me?",SANSA,e9,season-06,Game-of-Thrones
"JON SNOW I won’t ever let him touch you again. I’ll protect you, I promise.",,e9,season-06,Game-of-Thrones
 No one can protect me. No one can protect anyone.,SANSA,e9,season-06,Game-of-Thrones
"SANSA exits. JON SNOW turns, looks at the table, and sighs.",,e9,season-06,Game-of-Thrones
 STARK ENCAMPMENT,CUT TO,e9,season-06,Game-of-Thrones
DAVOS and TORMUND are walking together through the encampment.,,e9,season-06,Game-of-Thrones
 You think there’s hope?,DAVOS,e9,season-06,Game-of-Thrones
" I’ve never seen these Bolton fuckers fight. And they’ve never seen the free folk fight, so, yes, there’s hope. You want to avenge your king, don’t you?",TORMUND,e9,season-06,Game-of-Thrones
 It wasn’t the Boltons defeated Stannis. It was Stannis himself. I loved the man. He lifted me up and made me something. But he had demons in his skull whispering foul things.,DAVOS,e9,season-06,Game-of-Thrones
 You saw these demons?,TORMUND,e9,season-06,Game-of-Thrones
 What?,DAVOS,e9,season-06,Game-of-Thrones
They stop walking. DAVOS looks at TORMUND.,,e9,season-06,Game-of-Thrones
" No, it’s a manner of speaking. Not actual demons.",DAVOS,e9,season-06,Game-of-Thrones
" Oh. Well, you loved that cunt Stannis and I loved the man he burned. Mance didn’t have demons in his skull. He didn’t torch people or listen to some red witch. I believed in him. I thought he was the man to lead us through the Long Night. But I was wrong just like you.",TORMUND,e9,season-06,Game-of-Thrones
" Maybe that was our mistake, believing in kings.",DAVOS,e9,season-06,Game-of-Thrones
 Jon Snow’s not a king.,TORMUND,e9,season-06,Game-of-Thrones
" No, he’s not.",DAVOS,e9,season-06,Game-of-Thrones
TORMUND and DAVOS smile at each other.,,e9,season-06,Game-of-Thrones
 I need a good drink to help me sleep the night before a fight. You want some? I have a jug of sour goat’s milk stronger than any of that grape water you southern twats like sucking on.,TORMUND,e9,season-06,Game-of-Thrones
" No, thanks. It does sound delicious, but I better keep a clear head. I can never sleep the night before a battle.",DAVOS,e9,season-06,Game-of-Thrones
 So what do you do all night?,TORMUND,e9,season-06,Game-of-Thrones
 I walk. Think and walk. Think and walk until I’m far enough away from camp that no one can hear me shitting my guts out.,DAVOS,e9,season-06,Game-of-Thrones
TORMUND laughs.,,e9,season-06,Game-of-Thrones
 Happy shitting.,TORMUND,e9,season-06,Game-of-Thrones
TORMUND walks away.,,e9,season-06,Game-of-Thrones
"MELISANDRE is sitting at a desk with a mirror and candles on it, staring into a fire pit. JON SNOW enters and approaches her.",,e9,season-06,Game-of-Thrones
 My lady. You weren’t at the war council.,JON SNOW,e9,season-06,Game-of-Thrones
 I’m not a soldier.,MELISANDRE,e9,season-06,Game-of-Thrones
 Any advice?,JON SNOW,e9,season-06,Game-of-Thrones
 Don’t lose.,MELISANDRE,e9,season-06,Game-of-Thrones
" If I do, if I fall, don’t bring me back.",JON SNOW,e9,season-06,Game-of-Thrones
 I’ll have to try.,MELISANDRE,e9,season-06,Game-of-Thrones
 I’m ordering you not to bring me back.,JON SNOW,e9,season-06,Game-of-Thrones
" I am not your servant, Jon Snow.",MELISANDRE,e9,season-06,Game-of-Thrones
 You’re in my camp. I’m the commander.,JON SNOW,e9,season-06,Game-of-Thrones
 I serve the Lord of Light. I do what he commands.,MELISANDRE,e9,season-06,Game-of-Thrones
 How do you know what he commands?,JON SNOW,e9,season-06,Game-of-Thrones
" I interpret his signs as well as I can. If the Lord didn’t want me to bring you back, how did I bring you back? I have no power. Only what he gives me and he gave me you.",MELISANDRE,e9,season-06,Game-of-Thrones
 Why?,JON SNOW,e9,season-06,Game-of-Thrones
 I don’t know. Maybe you’re only needed for this small part of his plan and nothing else. Maybe he brought you here to die again.,MELISANDRE,e9,season-06,Game-of-Thrones
 What kind of god would do something like that?,JON SNOW,e9,season-06,Game-of-Thrones
 The one we’ve got.,MELISANDRE,e9,season-06,Game-of-Thrones
JON SNOW stares into the fire pit and then exits.,,e9,season-06,Game-of-Thrones
"DAVOS is walking alone through the snow. He happens upon a pile of wooden rubble and stops to inspect it. He sees a charred statuette of a stag in the wood and stops to pick it up. He looks back at the pile of wood. A horn blows in the distance. DAVOS looks in the direction of the horn, then hands his head.",,e9,season-06,Game-of-Thrones
" Last time we saw each other was at Winterfell, yes? You were making jokes about my height, I seem to recall. Everyone who makes a joke about a dwarf’s height thinks he’s the only person ever to make a joke about a dwarf’s height. “The height of nobility,” “a man of your stature,” “someone to look up to.” You’re all making the same five or six jokes.",TYRION (to THEON),e9,season-06,Game-of-Thrones
 It was a long time ago.,THEON,e9,season-06,Game-of-Thrones
" It was. And how have things been going for you since then? Not so well, I gather. Can’t imagine you would have murdered the Stark boys if things had been going well.",TYRION,e9,season-06,Game-of-Thrones
 I didn’t murder the Stark boys. But I did things that were just as bad or worse.,THEON,e9,season-06,Game-of-Thrones
 And he paid for them.,YARA,e9,season-06,Game-of-Thrones
" Doesn’t seem like it. He’s still alive. It was complicated for you, I’m sure, growing up at Winterfell. Never quite knowing who you were. But then, we all live complicated lives, don’t we?",TYRION,e9,season-06,Game-of-Thrones
" You’ve brought us 100 ships from the Iron Fleet with men to sail them. In return, I expect you want me to support your claim to the throne of the Iron Islands?",DAENERYS,e9,season-06,Game-of-Thrones
 Not my claim. Hers.,THEON,e9,season-06,Game-of-Thrones
 And what’s wrong with you?,DAENERYS,e9,season-06,Game-of-Thrones
 I’m not fit to rule.,THEON,e9,season-06,Game-of-Thrones
 We can agree upon that at least.,TYRION,e9,season-06,Game-of-Thrones
 Has the Iron Islands ever had a queen before?,DAENERYS,e9,season-06,Game-of-Thrones
 No more than Westeros.,YARA,e9,season-06,Game-of-Thrones
DAENERYS smiles.,,e9,season-06,Game-of-Thrones
 Our Uncle Euron returned home after a long absence. He murdered our father and took the Salt Throne from yara. He would have murdered us if we had stayed.,THEON,e9,season-06,Game-of-Thrones
 Lord Tyrion tells me your father was a terrible king.,DAENERYS,e9,season-06,Game-of-Thrones
 You and I have that in common.,YARA,e9,season-06,Game-of-Thrones
 We do. And both murdered by a usurper as well.,DAENERYS,e9,season-06,Game-of-Thrones
DAENERYS turns to TYRION.,,e9,season-06,Game-of-Thrones
 Will their ships be enough?,DAENERYS,e9,season-06,Game-of-Thrones
" With the former Masters’ fleet, possibly. Barely. There are more than 100 ships in the Iron Fleet.",TYRION,e9,season-06,Game-of-Thrones
 There are and Euron is building more. He’s going to offer them to you.,THEON,e9,season-06,Game-of-Thrones
 So why shouldn’t I wait for him?,DAENERYS,e9,season-06,Game-of-Thrones
 The Iron Fleet isn’t all he’s bringing. He also wants to give you --,THEON,e9,season-06,Game-of-Thrones
" His big cock, I think he said. Euron’s offer is also an offer of marriage, you see. You won’t get one without the other.",YARA,e9,season-06,Game-of-Thrones
 And I imagine your offer is free of any marriage demands?,DAENERYS,e9,season-06,Game-of-Thrones
" I never demand, but I’m up for anything, really.",YARA,e9,season-06,Game-of-Thrones
 He murdered our father and would have murdered us. He’ll murder you as soon as you have what he wants.,THEON,e9,season-06,Game-of-Thrones
 The Seven Kingdoms.,TYRION,e9,season-06,Game-of-Thrones
 All of them.,THEON,e9,season-06,Game-of-Thrones
 And you don’t want the Seven Kingdoms?,DAENERYS,e9,season-06,Game-of-Thrones
 Your ancestors defeated ours and took the Iron Islands. We ask you to give them back.,THEON,e9,season-06,Game-of-Thrones
 And that’s all?,DAENERYS,e9,season-06,Game-of-Thrones
 We’d like you to help us murder an uncle or two who don’t think a woman’s fit to rule.,YARA,e9,season-06,Game-of-Thrones
 Reasonable.,DAENERYS,e9,season-06,Game-of-Thrones
 What if everyone starts demanding their independence?,TYRION,e9,season-06,Game-of-Thrones
" She’s not demanding, she’s asking. The others are free to ask as well. Our father were evil men, all of us here. They left the world worse than they found it. We’re not going to do that. We’re going to leave the world better than we found it.",DAENERYS,e9,season-06,Game-of-Thrones
DAENERYS stands and approaches YARA.,,e9,season-06,Game-of-Thrones
" You will support my claim as queen of the Seven Kingdoms and respect the integrity of the Seven Kingdoms. No more reaving, roving, raiding, or raping.",DAENERYS,e9,season-06,Game-of-Thrones
 That’s our way of life.,YARA,e9,season-06,Game-of-Thrones
 No more.,DAENERYS,e9,season-06,Game-of-Thrones
YARA and THEON look at each other. THEON nods. YARA turns back to DAENERYS.,,e9,season-06,Game-of-Thrones
 No more.,YARA,e9,season-06,Game-of-Thrones
YARA extends her hand to DAENERYS. DAENERYS looks back at TYRION. TYRION makes a shaking motion with his hand. DAENERYS and YARA grab each other’s arms.,,e9,season-06,Game-of-Thrones
" Do you like games, little man? Let’s play a game. Run to your brother. The sooner you make it to him, the sooner you get to see him. That’s it. That’s the game. Easy. Ready? Go.",RAMSAY,e9,season-06,Game-of-Thrones
"RICKON starts walking out into the field, then looks back at RAMSAY.",,e9,season-06,Game-of-Thrones
" No, you have to run, remember? Those are the rules.",RAMSAY,e9,season-06,Game-of-Thrones
A soldier approaches and hands RAMSAY his bow. RICKON starts running across the field. RAMSAY draws an arrow from his quiver. JON SNOW jumps on his horse and begins galloping across the field towards RICKON. RAMSAY notches an arrow and fires. The arrow lands in the ground next to RICKON. RAMSAY fires another arrow. It lands on the ground next to RICKON. JON SNOW and RICKON are getting closer. JON SNOW extends his hand out to RICKON. RAMSAY shoots another arrow. It misses. JON SNOW and RICKON are feet away from each other. An arrow pierces through RICKON’s chest from behind. RICKON falls to the ground. JON comes to a halt beside him and looks down at him. RICKON gasps and then dies. JON SNOW looks up at RAMSAY.,,e9,season-06,Game-of-Thrones
 Don’t.,TORMUND (to himself),e9,season-06,Game-of-Thrones
RAMSAY smiles and gives his bow back to the soldier.,,e9,season-06,Game-of-Thrones
 Prepare to charge! Prepare to charge!,DAVOS,e9,season-06,Game-of-Thrones
The Bolton archers draw and loose a volley of arrows. JON SNOW ushers his horse into a gallop straight towards the Bolton army.,,e9,season-06,Game-of-Thrones
 Go! Go! Follow your commander!,DAVOS,e9,season-06,Game-of-Thrones
 Run and fight!,TORMUND,e9,season-06,Game-of-Thrones
"WUN WUN roars. The bulk of the Stark forces charge across the field towards the Boltons. JON SNOW continues to rush the Bolton forces alone. The Bolton arches released a volley of arrows, some of which land in the body of JON SNOW’s horse, causing him and his horse to tumble to the ground.",,e9,season-06,Game-of-Thrones
 Now.,RAMSAY,e9,season-06,Game-of-Thrones
" Cavalry, charge!",KARSTARK,e9,season-06,Game-of-Thrones
"JON SNOW stands to face the Bolton cavalry, charging at him. He takes off his sword belt and draws his sword. The cavalry approaches. Just before it’s upon him, the Stark forces rush past JON SNOW and collide with the Bolton charge. Men on both sides die in the frenzy. Bodies and weaponry fly everywhere. Archers on both sides of the battlefield nock arrows and draw their bows.",,e9,season-06,Game-of-Thrones
 We’ll just kill our own men. Stand down.,DAVOS,e9,season-06,Game-of-Thrones
The Stark arches do not fire.,,e9,season-06,Game-of-Thrones
 Loose!,RAMSAY,e9,season-06,Game-of-Thrones
"The Bolton archers fire. Their arrows rain down on Stark and Bolton men alike. In the fray, JON SNOW dodges several horses which gallop past him. One Bolton cavalryman charges with his horse, but JON SNOW cuts him down. JON SNOW rushes forward and kills a man on the ground, then slices the belly of a second man. A volley of arrows rains down around JON SNOW. He ducks. None of the arrows hit him. He returns to his feet and cuts down another man, dodges the strike of a passing Bolton cavalryman, and runs through another Bolton footsoldier. A Stark footsoldier helps him finish the Bolton man, and JON SNOW grabs him by the shirt.",,e9,season-06,Game-of-Thrones
 Get word --,JON SNOW,e9,season-06,Game-of-Thrones
"The Stark footsoldier is taken in the head by an arrow. JON SNOW stares down at the man and then flies into a rage, killing two more Bolton soldiers. A third man runs at him but is knocked down by a galloping horse. JON SNOW runs over to where he landed and stabs him several times. A horseman gallops at JON SNOW with his ax ready, but a passing Stark cavalryman spears him. Another Bolton footsoldier approaches JON SNOW, but JON SNOW cuts him down. The bodies are beginning to pile up on the battlefield. RAMSAY’s archers loose several more volleys. JON SNOW goes into a frenzy, killing many Bolton men. The bodies have piled up high enough to create small mountains of bodies. Men continue to fight atop and around them.",,e9,season-06,Game-of-Thrones
 We may as well be taking shits back here.,DAVOS,e9,season-06,Game-of-Thrones
DAVOS dismounts his horse.,,e9,season-06,Game-of-Thrones
 Follow!,DAVOS,e9,season-06,Game-of-Thrones
"DAVOS unsheathes his sword and charges across the field. The remainder of the Stark forces charge after him. On the other side of the battlefield, RAMSAY smiles and acknowledges SMALLJON.",,e9,season-06,Game-of-Thrones
" It’s time, go.",RAMSAY,e9,season-06,Game-of-Thrones
SMALLJON brandishes his sword and walks back and forth in front of his men.,,e9,season-06,Game-of-Thrones
 Who owns the North?,SMALLJON,e9,season-06,Game-of-Thrones
 We do!,ALL,e9,season-06,Game-of-Thrones
 Who owns the North?,SMALLJON,e9,season-06,Game-of-Thrones
 We do!,ALL,e9,season-06,Game-of-Thrones
 Show me!,SMALLJON,e9,season-06,Game-of-Thrones
"SMALLJON and his men cheer and charge across the battlefield. JON SNOW continues fighting, but is knocked to the ground by a Bolton footsoldier. TORMUND appears and stabs the footsoldier through the back, then helps JON SNOW to his feet.",,e9,season-06,Game-of-Thrones
 Hey!,TORMUND,e9,season-06,Game-of-Thrones
"WUN WUN and the Wildlings charge up behind TORMUND and JON SNOW. SMALLJON and his men are charging from the other side. WUN WUN points at them and grunts. A force of Bolton men appear bearing tall shields and spears. They create a half-circle around JON SNOW, TORMUND, DAVOS, WUN WUN, and the entire Stark forces. The other half of the circle is blocked by the piles of bodies on the battlefield. The shield soldiers set their shields firmly in the dirt, then point their spears inward towards the Stark forces.",,e9,season-06,Game-of-Thrones
" Infantry, advance!",MAN,e9,season-06,Game-of-Thrones
"The shield soldiers grunt in unison, lift their shields, and move in towards the Stark forces. With each wave of movement, they stab more and more Stark soldiers with their spears. One Stark soldier tries to climb up over the piles of bodies but gets cut down by SMALLJON. SMALLJON and his men charge down over the bodies, taking the Stark forces from the rear.",,e9,season-06,Game-of-Thrones
" With me, lads! Break their line!",DAVOS,e9,season-06,Game-of-Thrones
"WUN WUN rushes the shield wall and swipes at the spears. TORMUND jumps to the side of some spears and attacks a man behind the shield wall. Several other Stark men rush towards the shield wall. JON SNOW and other Stark soldiers defend against SMALLJON’s men. Many soldiers die on both sides, and the bodies begin to pile up again. WUN WUN rips a man in half. TORMUND pulls a shieldbearer down and kills him, but gets sliced across the arm and is fored to fall back among the Stark ranks.",,e9,season-06,Game-of-Thrones
 Tormund!,MAN,e9,season-06,Game-of-Thrones
 Get him back!,MAN #2,e9,season-06,Game-of-Thrones
"The shieldbearers advance, pushing the Stark forces further in on themselves. More Stark men die.",,e9,season-06,Game-of-Thrones
" Fuck this, come on!",TORMUND,e9,season-06,Game-of-Thrones
"TORMUND leads the Wildlings back towards the piles of bodies. JON SNOW and SMALLJON spot each other, but before they can engage, the Wildling charge overtakes them. In the fray, JON SNOW is pushes to the bottom of several bodies and starts getting crushed. He struggles to get out, but can’t get a hold. TORMUND faces off against SMALLJON. TORMUND punches SMALLJON in the face, and SMALLJON responds with an overhead swing of his sword. TORMUND blocks it. More and more bodies are piling on top of JON SNOW. He can see glimpses of clashes and flailing limbs above, but nothing else. He gasps for air. SMALLJON knocks TORMUND to the ground and punches him in the face multiple times. Men are dying all around JON SNOW as he is being trampled. JON SNOW grabs onto the clothes of a standing men and hoists himself up. He emerges in the center of a tightly packed group of his men and fills his lungs with air. He spots WUN WUN fighting off some shieldbearers. WUN WUN is stabbed in the side, grunts, and pulls the spear out. SMALLJON repeatedly headbutts TORMUND in the face. DAVOS and JON SNOW look at each other. A horn begins to sound in the distance. SMALLJON stops headbutting TORMUND. TORMUND seizes the opportunity and tears into the skin of SMALLJON’s neck with his teeth, then draws a small knife and stabs SMALLJON repeatedly. RAMSAY looks in the direction of the sounding horn. A force of cavalry appears across the battlefield carrying flags bearing the white falcon sigil of House Arryn. SANSA and PETYR BAELISH sit on horseback beside the charging Arryn cavalry. TORMUND kills SMALLJON and screams. The Arryn cavalry takes the Bolton shieldbearers from the rear, then circles around and knocks them all down. SANSA smiles. JON SNOW climbs up to the top of the piles of bodies and spots RAMSAY on his horse. WUN WUN and TORMUND climb up beside JON SNOW. RAMSAY sees JON SNOW, turns his horse around, and rides back towards Winterfell. JON SNOW, TORMUND, and WUN WUN chase after him. SANSA watches them go.",,e9,season-06,Game-of-Thrones
RAMSAY and several Bolton soldiers enter the courtyard through Winterfell’s main gate. Some men close and bar the gate behind them and they dismount.,,e9,season-06,Game-of-Thrones
 Their army’s gone.,RAMSAY,e9,season-06,Game-of-Thrones
 Our army’s gone.,MAN,e9,season-06,Game-of-Thrones
 We have Winterfell. They don’t have the men for a siege. All we have to do is wait.,RAMSAY,e9,season-06,Game-of-Thrones
"Something thuds against the gate. RAMSAY turns to look at it. Several Bolton archers nock arrows. Several more thuds occur against the other side of the gate. WUN WUN busts a hole in the gate. BOLTON archers shoot arrows at his hand and down at his body over the side of the castle wall. WUN WUN roars and punches another hole in the gate. RAMSAY moves farther away from the gate’s interior. WUN WUN reaches in and grabs the wooden bar holding the gate, but a Bolton soldier throws a spear through the back of his hand. WUN WUN rips his hand away and then bursts through the gate, opening it. He sprints into the courtyard, then falls to his knees. The Bolton archers continue shooting arrows into him. He roars. Stark soldiers flood the courtyard and beginning killing the Bolton soldiers, quickly overtaking them. JON SNOW enters the courtyard and runs up beside WUN WUN. They look at each other. TORMUND runs up beside WUN WUN, on his other side. JON SNOW reaches out to WUN WUN, but RAMSAY shoots WUN WUN in the eye with an arrow, killing him.",,e9,season-06,Game-of-Thrones
" You suggested one on one combat, didn’t you?",RAMSAY (to JON SNOW),e9,season-06,Game-of-Thrones
Stark archers aim their bows at RAMSAY.,,e9,season-06,Game-of-Thrones
 I’ve reconsidered. I think that sounds like a wonderful idea.,RAMSAY,e9,season-06,Game-of-Thrones
"RAMSAY notches an arrow. JON SNOW drops his sword and picks up a shield. RAMSAY aims at JON SNOW and fires. JON SNOW raises his shield and blocks the arrow. JON SNOW advances. RAMSAY nocks another arrow and fires. JON SNOW raises his shield and blocks the arrow. JON SNOW advances. RAMSAY nocks a third arrow and fires. JON SNOW raises his shield and blocks the arrow. JON SNOW advances. Before RAMSAY can nock a fourth arrow, JON SNOW overtakes him. JON SNOW bashes RAMSAY with his shield twice, knocking him over. JON SNOW drops his shield and jumps on top of RAMSAY, then punches him in the raise over and over. RAMSAY’s faces becomes mangled and bleeds. SANSA enters the courtyard. JON SNOW sees her and stops punching RAMSAY. He stands and walks away. The Bolton flags fall away from the walls of Winterfell and are replaced by Stark flags. MELISANDRE watches from a balcony. DAVOS, holding the charred stag statuette, stares up at her. Some Stark men carry RICKON’s body into the courtyard on a stretcher and stop in front of JON SNOW, TORMUND, and SANSA.",,e9,season-06,Game-of-Thrones
 We’re going to bury my brother in the crypt next to my father.,JON SNOW,e9,season-06,Game-of-Thrones
The stretcher men continue on. JON SNOW turns to walk away.,,e9,season-06,Game-of-Thrones
 Jon.,SANSA,e9,season-06,Game-of-Thrones
JON SNOW turns back to face SANSA.,,e9,season-06,Game-of-Thrones
 Where is he?,SANSA,e9,season-06,Game-of-Thrones
"RAMSAY is tied to a chair inside the kennel gates. He is mangled and bleeding. He groans and coughs, then raises his head to see SANSA standing outside the gate.",,e9,season-06,Game-of-Thrones
" Ah. Sansa. Hello, Sansa. Is this where I’ll be staying now? No. Our time together is about to come to an end. That’s all right. You can’t kill me. I’m part of you now.",RAMSAY,e9,season-06,Game-of-Thrones
 Your words will disappear. Your house will disappear. Your name will disappear. All memory of you will disappear.,SANSA,e9,season-06,Game-of-Thrones
The dogs growl in their cells and begin filtering out into the kennel.,,e9,season-06,Game-of-Thrones
 My hounds will never harm me.,RAMSAY,e9,season-06,Game-of-Thrones
 You haven’t fed them in seven days. You said it yourself.,SANSA,e9,season-06,Game-of-Thrones
 They’re loyal beasts.,RAMSAY,e9,season-06,Game-of-Thrones
 They were. Now they’re starving.,SANSA,e9,season-06,Game-of-Thrones
The dogs growl. One approaches RAMSAY from the front and puts its front paws up on his legs. It sniffs RAMSAY’s face.,,e9,season-06,Game-of-Thrones
 Sit. Down! Down! Down! Down! Down!,RAMSAY,e9,season-06,Game-of-Thrones
"The dog bites RAMSAY’s face. RAMSAY screams. The dogs converge on RAMSAY and begin tearing him apart. SANSA turns as though she might leave, but lingers for a moment to watch. SANSA turns and walks away, then smiles.",,e9,season-06,Game-of-Thrones
CREDITS,,e9,season-06,Game-of-Thrones
" You're wonder why I brought you all here. After all, we just had a feast. Since when does old Walder give us two feasts in a single fortnight?",WALDER FREY,e1,season-07,Game-of-Thrones
The Freys laugh.,,e1,season-07,Game-of-Thrones
" Well, it's no good being lord of the Riverlands if you can't celebrate with your family. That's what I say!",WALDER FREY,e1,season-07,Game-of-Thrones
The Freys cheer and slam their fists on their tables. WALDER snaps his fingers at a servant girl. The girl begins serving flasks of wine.,,e1,season-07,Game-of-Thrones
" I've gathered every Frey who means a damn thing so I can tell you my plans for this great house now that winter has come. But first, a toast! No more of that Dornish horse piss! This is the finest Arbor gold! Proper wine for proper heroes!",WALDER FREY,e1,season-07,Game-of-Thrones
The Freys cheer. WALDER raises his glass.,,e1,season-07,Game-of-Thrones
 Stand together!,WALDERY FREY,e1,season-07,Game-of-Thrones
The Freys stand in unison.,,e1,season-07,Game-of-Thrones
 Stand together!,ALL,e1,season-07,Game-of-Thrones
The Freys drink. WALDER holds his cup to his lips but does not drink. The servant girl picks up her cup and motions to drink.,,e1,season-07,Game-of-Thrones
 Not you. I'm not wasting good wine on a damn woman.,WALDER,e1,season-07,Game-of-Thrones
WALDER addresses the hall again.,,e1,season-07,Game-of-Thrones
" Maybe I'm not the most pleasant man. I'll admit it. But I'm proud of you lot. You're my family, the men who helped me slaughter the Starks at the Red Wedding.",WALDER,e1,season-07,Game-of-Thrones
The Freys cheer.,,e1,season-07,Game-of-Thrones
" Yes, yes. Cheer. Brave men, all of you. Butchered a woman pregnant with her babe. Cut the throat of a mother of five. Slaughtered your guests after inviting them into your home. But you didn't slaughter every one of the Starks.",WALDER,e1,season-07,Game-of-Thrones
Some of the Freys groan.,,e1,season-07,Game-of-Thrones
" No, no, that was your mistake. You should have ripped them all out, root and stem.",WALDER,e1,season-07,Game-of-Thrones
"The Freys choke, cough, and spit up blood.",,e1,season-07,Game-of-Thrones
 Leave one wolf alive and the sheep are never safe.,WALDER,e1,season-07,Game-of-Thrones
"The Freys collapse and die. WALDER takes hold of his own face and removes it, revealing ARYA's face. ARYA turns to the servant girl.",,e1,season-07,Game-of-Thrones
" When people ask you what happened here, tell them the North remembers. Tell them winter came for House Frey.",ARYA,e1,season-07,Game-of-Thrones
"ARYA walks through the hall, staring at the Frey bodies. She smiles and exits.",,e1,season-07,Game-of-Thrones
"TITLE SEQUENCEEXT. BEYOND THE WALLThe wind blows over the tundra. A dark cloud starts forming on the horizon, growing larger until it consumes everything. A white walker rides into view, accompanied by several other white walkers. The army of the dead files through the darkness. An undead giant walks into view. Zoom on the giant's eye.",,e1,season-07,Game-of-Thrones
"BRAN is lying in his sled. His eyes are pure white. They wash to their normal color. MEERA is standing in front of him, holding the ropes to the sled. The gate rises. DOLOROUS EDD walks through the gate, accompanied by several members of the Night's Watch.",,e1,season-07,Game-of-Thrones
 You wildlings?,EDD,e1,season-07,Game-of-Thrones
" I'm Meera Reed, daughter of Howland Reed. This is Brandon Stark, son of Ned Stark.",MEERA,e1,season-07,Game-of-Thrones
 How do I know that's true?,EDD,e1,season-07,Game-of-Thrones
BRAN raises his head and stares at EDD.,,e1,season-07,Game-of-Thrones
 You were at the Fist of the First Men. You were at Hardhome. You've seen the Army of the Dead. You've seen the Night King. He's coming for us. For all of us.,BRAN,e1,season-07,Game-of-Thrones
"EDD pauses and looks down, then looks to his men.",,e1,season-07,Game-of-Thrones
" Okay, come on. Let's get them inside.",EDD,e1,season-07,Game-of-Thrones
"Two Night's Watch men sheathe their swords, approach BRAN's sled, grab the ropes, and pull him inside the gate. MEERA follows. EDD lingers and stares out into the wild, then turns on his heel and walks through the gate. The gate closes behind him.",,e1,season-07,Game-of-Thrones
" I want every northern maester to scour their records for any mention of dragonglass. Dragonglass kills white walkers. It's more valuable to us now than gold. We need to find it, we need to mine it, we need to make weapons from it. Everyone aged 10 to 60 will drill daily with spears, pikes, bow and arrow.",JON,e1,season-07,Game-of-Thrones
 It's about time we taught these boys of summer how to fight.,ROBETT,e1,season-07,Game-of-Thrones
The northern lords laugh.,,e1,season-07,Game-of-Thrones
 Not just the boys.,JON,e1,season-07,Game-of-Thrones
BRIENNE looks at JON.,,e1,season-07,Game-of-Thrones
 We can't defend the North if only half the population is fighting.,JON,e1,season-07,Game-of-Thrones
ROBETT stands.,,e1,season-07,Game-of-Thrones
 You expect me to put a spear in my granddaughter's hand?,ROBETT,e1,season-07,Game-of-Thrones
LYANNA stands.,,e1,season-07,Game-of-Thrones
